sensor_id,timestamp,movement_type,direction,season,foot_traffic_count,vehicle_count,public_transport_ref,vu_schedule_ref
5,2025-05-11 09:32:42,"Pedestrian",,,2038,0,false,false
6,2025-05-11 09:31:29,"Pedestrian",,,805,0,false,false
5,2025-05-11 09:30:00,"Cyclist",,,103,0,false,false
6,2025-05-11 09:30:00,"Cyclist",,,453,0,false,false
11,2025-05-11 09:30:00,"Cyclist",,,130,0,false,false
10,2025-05-11 09:30:00,"Cyclist",,,19,0,false,false
4,2025-05-11 09:30:00,"Cyclist",,,19,0,false,false
1,2025-05-11 09:30:00,"Cyclist",,,80,0,false,false
13,2025-05-11 09:30:00,"Cyclist",,,31,0,false,false
7,2025-05-11 09:30:00,"Cyclist",,,73,0,false,false
8,2025-05-11 09:30:00,"Cyclist",,,27,0,false,false
3,2025-05-11 09:30:00,"Cyclist",,,24,0,false,false
2,2025-05-11 09:30:00,"Cyclist",,,15,0,false,false
4,2025-05-11 09:27:02,"Vehicle",,,0,2446,false,false
4,2025-05-11 09:27:02,"Pedestrian",,,1805,0,false,false
3,2025-05-11 09:24:38,"Vehicle",,,0,987,false,false
3,2025-05-11 09:24:38,"Pedestrian",,,1338,0,false,false
2,2025-05-11 09:21:51,"Pedestrian",,,799,0,false,false
2,2025-05-11 09:21:51,"Vehicle",,,0,3143,false,false
10,2025-05-11 09:20:14,"Vehicle",,,0,2297,false,false
11,2025-05-11 09:20:14,"Pedestrian",,,443,0,false,false
8,2025-05-11 09:17:29,"Pedestrian",,,137,0,false,false
6,2025-05-11 09:17:29,"Vehicle",,,0,1263,false,false
1,2025-05-11 09:13:53,"Pedestrian",,,2389,0,false,false
1,2025-05-11 09:13:53,"Vehicle",,,0,4927,false,false
7,2025-05-11 09:10:42,"Pedestrian",,,3127,0,false,false
5,2025-05-11 09:10:42,"Vehicle",,,0,1336,false,false
9,2025-05-11 09:07:48,"Vehicle",,,0,3416,false,false
10,2025-05-11 09:07:48,"Pedestrian",,,2127,0,false,false
8,2025-05-11 09:04:38,"Vehicle",,,0,169,false,false
9,2025-05-11 09:04:38,"Pedestrian",,,201,0,false,false
5,2025-05-11 09:02:40,"Pedestrian",,,2037,0,false,false
6,2025-05-11 09:01:29,"Pedestrian",,,804,0,false,false
5,2025-05-11 09:00:00,"Cyclist",,,103,0,false,false
6,2025-05-11 09:00:00,"Cyclist",,,453,0,false,false
10,2025-05-11 09:00:00,"Cyclist",,,19,0,false,false
11,2025-05-11 09:00:00,"Cyclist",,,128,0,false,false
7,2025-05-11 09:00:00,"Cyclist",,,73,0,false,false
8,2025-05-11 09:00:00,"Cyclist",,,27,0,false,false
3,2025-05-11 09:00:00,"Cyclist",,,24,0,false,false
2,2025-05-11 09:00:00,"Cyclist",,,15,0,false,false
13,2025-05-11 09:00:00,"Cyclist",,,31,0,false,false
1,2025-05-11 09:00:00,"Cyclist",,,80,0,false,false
4,2025-05-11 09:00:00,"Cyclist",,,19,0,false,false
4,2025-05-11 08:57:35,"Vehicle",,,0,2367,false,false
4,2025-05-11 08:57:35,"Pedestrian",,,1782,0,false,false
3,2025-05-11 08:55:07,"Vehicle",,,0,987,false,false
3,2025-05-11 08:55:07,"Pedestrian",,,1338,0,false,false
2,2025-05-11 08:52:17,"Pedestrian",,,774,0,false,false
2,2025-05-11 08:52:17,"Vehicle",,,0,3012,false,false
11,2025-05-11 08:50:41,"Pedestrian",,,434,0,false,false
10,2025-05-11 08:50:41,"Vehicle",,,0,2288,false,false
6,2025-05-11 08:47:48,"Vehicle",,,0,1226,false,false
8,2025-05-11 08:47:48,"Pedestrian",,,132,0,false,false
1,2025-05-11 08:44:07,"Pedestrian",,,2329,0,false,false
1,2025-05-11 08:44:07,"Vehicle",,,0,4787,false,false
7,2025-05-11 08:40:56,"Pedestrian",,,3051,0,false,false
5,2025-05-11 08:40:56,"Vehicle",,,0,1277,false,false
9,2025-05-11 08:38:05,"Vehicle",,,0,3307,false,false
10,2025-05-11 08:38:05,"Pedestrian",,,2058,0,false,false
8,2025-05-11 08:34:48,"Vehicle",,,0,169,false,false
9,2025-05-11 08:34:48,"Pedestrian",,,201,0,false,false
5,2025-05-11 08:32:46,"Pedestrian",,,2035,0,false,false
6,2025-05-11 08:31:31,"Pedestrian",,,803,0,false,false
6,2025-05-11 08:30:00,"Cyclist",,,453,0,false,false
5,2025-05-11 08:30:00,"Cyclist",,,103,0,false,false
10,2025-05-11 08:30:00,"Cyclist",,,19,0,false,false
11,2025-05-11 08:30:00,"Cyclist",,,121,0,false,false
7,2025-05-11 08:30:00,"Cyclist",,,71,0,false,false
2,2025-05-11 08:30:00,"Cyclist",,,14,0,false,false
3,2025-05-11 08:30:00,"Cyclist",,,24,0,false,false
8,2025-05-11 08:30:00,"Cyclist",,,27,0,false,false
4,2025-05-11 08:30:00,"Cyclist",,,19,0,false,false
13,2025-05-11 08:30:00,"Cyclist",,,31,0,false,false
1,2025-05-11 08:30:00,"Cyclist",,,77,0,false,false
4,2025-05-11 08:28:10,"Vehicle",,,0,2302,false,false
4,2025-05-11 08:28:10,"Pedestrian",,,1756,0,false,false
3,2025-05-11 08:25:37,"Vehicle",,,0,987,false,false
3,2025-05-11 08:25:37,"Pedestrian",,,1338,0,false,false
2,2025-05-11 08:22:38,"Pedestrian",,,752,0,false,false
2,2025-05-11 08:22:38,"Vehicle",,,0,2878,false,false
11,2025-05-11 08:20:54,"Pedestrian",,,425,0,false,false
10,2025-05-11 08:20:54,"Vehicle",,,0,2269,false,false
8,2025-05-11 08:17:57,"Pedestrian",,,125,0,false,false
6,2025-05-11 08:17:57,"Vehicle",,,0,1182,false,false
1,2025-05-11 08:14:14,"Pedestrian",,,2266,0,false,false
1,2025-05-11 08:14:14,"Vehicle",,,0,4619,false,false
7,2025-05-11 08:10:56,"Pedestrian",,,2944,0,false,false
5,2025-05-11 08:10:56,"Vehicle",,,0,1220,false,false
9,2025-05-11 08:07:55,"Vehicle",,,0,3154,false,false
10,2025-05-11 08:07:55,"Pedestrian",,,1995,0,false,false
8,2025-05-11 08:04:37,"Vehicle",,,0,168,false,false
9,2025-05-11 08:04:37,"Pedestrian",,,201,0,false,false
5,2025-05-11 08:02:36,"Pedestrian",,,2031,0,false,false
6,2025-05-11 08:01:25,"Pedestrian",,,803,0,false,false
6,2025-05-11 08:00:00,"Cyclist",,,453,0,false,false
5,2025-05-11 08:00:00,"Cyclist",,,103,0,false,false
11,2025-05-11 08:00:00,"Cyclist",,,118,0,false,false
10,2025-05-11 08:00:00,"Cyclist",,,19,0,false,false
7,2025-05-11 08:00:00,"Cyclist",,,69,0,false,false
8,2025-05-11 08:00:00,"Cyclist",,,27,0,false,false
2,2025-05-11 08:00:00,"Cyclist",,,14,0,false,false
3,2025-05-11 08:00:00,"Cyclist",,,24,0,false,false
13,2025-05-11 08:00:00,"Cyclist",,,31,0,false,false
1,2025-05-11 08:00:00,"Cyclist",,,77,0,false,false
4,2025-05-11 08:00:00,"Cyclist",,,19,0,false,false
4,2025-05-11 07:59:36,"Pedestrian",,,1725,0,false,false
4,2025-05-11 07:59:36,"Vehicle",,,0,2244,false,false
3,2025-05-11 07:57:09,"Vehicle",,,0,987,false,false
3,2025-05-11 07:57:09,"Pedestrian",,,1338,0,false,false
2,2025-05-11 07:54:09,"Vehicle",,,0,2732,false,false
2,2025-05-11 07:54:09,"Pedestrian",,,740,0,false,false
11,2025-05-11 07:52:28,"Pedestrian",,,417,0,false,false
10,2025-05-11 07:52:28,"Vehicle",,,0,2250,false,false
6,2025-05-11 07:49:27,"Vehicle",,,0,1126,false,false
8,2025-05-11 07:49:27,"Pedestrian",,,120,0,false,false
1,2025-05-11 07:45:31,"Pedestrian",,,2167,0,false,false
1,2025-05-11 07:45:31,"Vehicle",,,0,4445,false,false
7,2025-05-11 07:41:56,"Pedestrian",,,2825,0,false,false
5,2025-05-11 07:41:56,"Vehicle",,,0,1181,false,false
9,2025-05-11 07:38:57,"Vehicle",,,0,3019,false,false
10,2025-05-11 07:38:57,"Pedestrian",,,1902,0,false,false
8,2025-05-11 07:35:21,"Vehicle",,,0,162,false,false
9,2025-05-11 07:35:21,"Pedestrian",,,196,0,false,false
5,2025-05-11 07:33:06,"Pedestrian",,,1967,0,false,false
6,2025-05-11 07:31:41,"Pedestrian",,,765,0,false,false
5,2025-05-11 07:30:00,"Cyclist",,,103,0,false,false
6,2025-05-11 07:30:00,"Cyclist",,,453,0,false,false
10,2025-05-11 07:30:00,"Cyclist",,,19,0,false,false
11,2025-05-11 07:30:00,"Cyclist",,,117,0,false,false
7,2025-05-11 07:30:00,"Cyclist",,,67,0,false,false
3,2025-05-11 07:30:00,"Cyclist",,,24,0,false,false
2,2025-05-11 07:30:00,"Cyclist",,,14,0,false,false
8,2025-05-11 07:30:00,"Cyclist",,,27,0,false,false
4,2025-05-11 07:30:00,"Cyclist",,,19,0,false,false
1,2025-05-11 07:30:00,"Cyclist",,,70,0,false,false
13,2025-05-11 07:30:00,"Cyclist",,,31,0,false,false
4,2025-05-11 07:29:54,"Vehicle",,,0,2155,false,false
4,2025-05-11 07:29:54,"Pedestrian",,,1679,0,false,false
3,2025-05-11 07:27:11,"Vehicle",,,0,987,false,false
3,2025-05-11 07:27:11,"Pedestrian",,,1338,0,false,false
2,2025-05-11 07:23:54,"Vehicle",,,0,2626,false,false
2,2025-05-11 07:23:54,"Pedestrian",,,708,0,false,false
11,2025-05-11 07:22:08,"Pedestrian",,,391,0,false,false
10,2025-05-11 07:22:08,"Vehicle",,,0,2084,false,false
8,2025-05-11 07:19:04,"Pedestrian",,,115,0,false,false
6,2025-05-11 07:19:04,"Vehicle",,,0,1016,false,false
1,2025-05-11 07:15:06,"Pedestrian",,,2039,0,false,false
1,2025-05-11 07:15:06,"Vehicle",,,0,4207,false,false
7,2025-05-11 07:11:38,"Pedestrian",,,2618,0,false,false
5,2025-05-11 07:11:38,"Vehicle",,,0,1107,false,false
9,2025-05-11 07:08:41,"Vehicle",,,0,2788,false,false
10,2025-05-11 07:08:41,"Pedestrian",,,1809,0,false,false
8,2025-05-11 07:05:09,"Vehicle",,,0,156,false,false
9,2025-05-11 07:05:09,"Pedestrian",,,180,0,false,false
5,2025-05-11 07:02:54,"Pedestrian",,,1840,0,false,false
6,2025-05-11 07:01:36,"Pedestrian",,,722,0,false,false
5,2025-05-11 07:00:00,"Cyclist",,,102,0,false,false
6,2025-05-11 07:00:00,"Cyclist",,,445,0,false,false
11,2025-05-11 07:00:00,"Cyclist",,,112,0,false,false
10,2025-05-11 07:00:00,"Cyclist",,,19,0,false,false
7,2025-05-11 07:00:00,"Cyclist",,,67,0,false,false
8,2025-05-11 07:00:00,"Cyclist",,,27,0,false,false
3,2025-05-11 07:00:00,"Cyclist",,,24,0,false,false
2,2025-05-11 07:00:00,"Cyclist",,,12,0,false,false
13,2025-05-11 07:00:00,"Cyclist",,,31,0,false,false
1,2025-05-11 07:00:00,"Cyclist",,,63,0,false,false
4,2025-05-11 07:00:00,"Cyclist",,,19,0,false,false
4,2025-05-11 06:59:26,"Pedestrian",,,1617,0,false,false
4,2025-05-11 06:59:26,"Vehicle",,,0,2038,false,false
3,2025-05-11 06:56:45,"Vehicle",,,0,987,false,false
3,2025-05-11 06:56:45,"Pedestrian",,,1338,0,false,false
2,2025-05-11 06:53:37,"Vehicle",,,0,2504,false,false
2,2025-05-11 06:53:37,"Pedestrian",,,685,0,false,false
11,2025-05-11 06:51:50,"Pedestrian",,,375,0,false,false
10,2025-05-11 06:51:50,"Vehicle",,,0,1929,false,false
6,2025-05-11 06:48:41,"Vehicle",,,0,868,false,false
8,2025-05-11 06:48:41,"Pedestrian",,,109,0,false,false
1,2025-05-11 06:44:50,"Pedestrian",,,1908,0,false,false
1,2025-05-11 06:44:50,"Vehicle",,,0,3954,false,false
7,2025-05-11 06:41:23,"Pedestrian",,,2423,0,false,false
5,2025-05-11 06:41:23,"Vehicle",,,0,1035,false,false
9,2025-05-11 06:38:23,"Vehicle",,,0,2643,false,false
10,2025-05-11 06:38:23,"Pedestrian",,,1711,0,false,false
8,2025-05-11 06:34:53,"Vehicle",,,0,142,false,false
9,2025-05-11 06:34:53,"Pedestrian",,,171,0,false,false
5,2025-05-11 06:32:45,"Pedestrian",,,1739,0,false,false
6,2025-05-11 06:31:30,"Pedestrian",,,671,0,false,false
6,2025-05-11 06:30:00,"Cyclist",,,427,0,false,false
5,2025-05-11 06:30:00,"Cyclist",,,100,0,false,false
11,2025-05-11 06:30:00,"Cyclist",,,100,0,false,false
10,2025-05-11 06:30:00,"Cyclist",,,19,0,false,false
7,2025-05-11 06:30:00,"Cyclist",,,58,0,false,false
3,2025-05-11 06:30:00,"Cyclist",,,24,0,false,false
2,2025-05-11 06:30:00,"Cyclist",,,11,0,false,false
8,2025-05-11 06:30:00,"Cyclist",,,25,0,false,false
4,2025-05-11 06:30:00,"Cyclist",,,19,0,false,false
13,2025-05-11 06:30:00,"Cyclist",,,29,0,false,false
1,2025-05-11 06:30:00,"Cyclist",,,61,0,false,false
4,2025-05-11 06:29:25,"Pedestrian",,,1571,0,false,false
4,2025-05-11 06:29:25,"Vehicle",,,0,1939,false,false
3,2025-05-11 06:26:48,"Vehicle",,,0,987,false,false
3,2025-05-11 06:26:48,"Pedestrian",,,1338,0,false,false
2,2025-05-11 06:23:45,"Vehicle",,,0,2394,false,false
2,2025-05-11 06:23:45,"Pedestrian",,,653,0,false,false
11,2025-05-11 06:22:01,"Pedestrian",,,365,0,false,false
10,2025-05-11 06:22:01,"Vehicle",,,0,1814,false,false
8,2025-05-11 06:18:54,"Pedestrian",,,103,0,false,false
6,2025-05-11 06:18:54,"Vehicle",,,0,819,false,false
1,2025-05-11 06:14:58,"Pedestrian",,,1781,0,false,false
1,2025-05-11 06:14:58,"Vehicle",,,0,3719,false,false
7,2025-05-11 06:11:37,"Pedestrian",,,2266,0,false,false
5,2025-05-11 06:11:37,"Vehicle",,,0,968,false,false
9,2025-05-11 06:08:34,"Vehicle",,,0,2519,false,false
10,2025-05-11 06:08:34,"Pedestrian",,,1615,0,false,false
8,2025-05-11 06:05:03,"Vehicle",,,0,119,false,false
9,2025-05-11 06:05:03,"Pedestrian",,,163,0,false,false
5,2025-05-11 06:02:56,"Pedestrian",,,1626,0,false,false
6,2025-05-11 06:01:36,"Pedestrian",,,641,0,false,false
5,2025-05-11 06:00:00,"Cyclist",,,95,0,false,false
6,2025-05-11 06:00:00,"Cyclist",,,402,0,false,false
10,2025-05-11 06:00:00,"Cyclist",,,19,0,false,false
11,2025-05-11 06:00:00,"Cyclist",,,87,0,false,false
13,2025-05-11 06:00:00,"Cyclist",,,27,0,false,false
1,2025-05-11 06:00:00,"Cyclist",,,60,0,false,false
4,2025-05-11 06:00:00,"Cyclist",,,18,0,false,false
7,2025-05-11 06:00:00,"Cyclist",,,56,0,false,false
8,2025-05-11 06:00:00,"Cyclist",,,23,0,false,false
2,2025-05-11 06:00:00,"Cyclist",,,10,0,false,false
3,2025-05-11 06:00:00,"Cyclist",,,24,0,false,false
4,2025-05-11 05:59:12,"Pedestrian",,,1512,0,false,false
4,2025-05-11 05:59:12,"Vehicle",,,0,1800,false,false
3,2025-05-11 05:56:33,"Vehicle",,,0,987,false,false
3,2025-05-11 05:56:33,"Pedestrian",,,1338,0,false,false
2,2025-05-11 05:53:35,"Pedestrian",,,618,0,false,false
2,2025-05-11 05:53:35,"Vehicle",,,0,2265,false,false
10,2025-05-11 05:51:50,"Vehicle",,,0,1759,false,false
11,2025-05-11 05:51:50,"Pedestrian",,,361,0,false,false
6,2025-05-11 05:48:50,"Vehicle",,,0,814,false,false
8,2025-05-11 05:48:50,"Pedestrian",,,100,0,false,false
1,2025-05-11 05:44:49,"Pedestrian",,,1631,0,false,false
1,2025-05-11 05:44:49,"Vehicle",,,0,3515,false,false
5,2025-05-11 05:41:25,"Vehicle",,,0,911,false,false
7,2025-05-11 05:41:25,"Pedestrian",,,2093,0,false,false
10,2025-05-11 05:38:26,"Pedestrian",,,1516,0,false,false
9,2025-05-11 05:38:26,"Vehicle",,,0,2408,false,false
9,2025-05-11 05:35:04,"Pedestrian",,,148,0,false,false
8,2025-05-11 05:35:04,"Vehicle",,,0,115,false,false
5,2025-05-11 05:32:54,"Pedestrian",,,1516,0,false,false
6,2025-05-11 05:31:33,"Pedestrian",,,618,0,false,false
5,2025-05-11 05:30:00,"Cyclist",,,84,0,false,false
6,2025-05-11 05:30:00,"Cyclist",,,386,0,false,false
11,2025-05-11 05:30:00,"Cyclist",,,78,0,false,false
10,2025-05-11 05:30:00,"Cyclist",,,18,0,false,false
3,2025-05-11 05:30:00,"Cyclist",,,24,0,false,false
1,2025-05-11 05:30:00,"Cyclist",,,59,0,false,false
13,2025-05-11 05:30:00,"Cyclist",,,27,0,false,false
4,2025-05-11 05:30:00,"Cyclist",,,18,0,false,false
7,2025-05-11 05:30:00,"Cyclist",,,53,0,false,false
8,2025-05-11 05:30:00,"Cyclist",,,23,0,false,false
2,2025-05-11 05:30:00,"Cyclist",,,10,0,false,false
2,2025-05-11 05:00:00,"Cyclist",,,8,0,false,false
8,2025-05-11 05:00:00,"Cyclist",,,23,0,false,false
7,2025-05-11 05:00:00,"Cyclist",,,50,0,false,false
3,2025-05-11 05:00:00,"Cyclist",,,24,0,false,false
6,2025-05-11 05:00:00,"Cyclist",,,371,0,false,false
5,2025-05-11 05:00:00,"Cyclist",,,72,0,false,false
11,2025-05-11 05:00:00,"Cyclist",,,75,0,false,false
10,2025-05-11 05:00:00,"Cyclist",,,13,0,false,false
4,2025-05-11 05:00:00,"Cyclist",,,14,0,false,false
13,2025-05-11 05:00:00,"Cyclist",,,27,0,false,false
1,2025-05-11 05:00:00,"Cyclist",,,58,0,false,false
3,2025-05-11 04:57:23,"Pedestrian",,,1338,0,false,false
3,2025-05-11 04:57:23,"Vehicle",,,0,987,false,false
2,2025-05-11 04:54:19,"Vehicle",,,0,2016,false,false
2,2025-05-11 04:54:19,"Pedestrian",,,552,0,false,false
10,2025-05-11 04:52:31,"Vehicle",,,0,1615,false,false
11,2025-05-11 04:52:31,"Pedestrian",,,349,0,false,false
8,2025-05-11 04:49:23,"Pedestrian",,,92,0,false,false
6,2025-05-11 04:49:23,"Vehicle",,,0,790,false,false
1,2025-05-11 04:45:27,"Pedestrian",,,1381,0,false,false
1,2025-05-11 04:45:27,"Vehicle",,,0,3031,false,false
5,2025-05-11 04:41:58,"Vehicle",,,0,783,false,false
7,2025-05-11 04:41:58,"Pedestrian",,,1748,0,false,false
10,2025-05-11 04:38:54,"Pedestrian",,,1210,0,false,false
9,2025-05-11 04:38:54,"Vehicle",,,0,2147,false,false
8,2025-05-11 04:35:15,"Vehicle",,,0,98,false,false
9,2025-05-11 04:35:15,"Pedestrian",,,128,0,false,false
5,2025-05-11 04:33:03,"Pedestrian",,,1319,0,false,false
6,2025-05-11 04:31:41,"Pedestrian",,,593,0,false,false
6,2025-05-11 04:30:00,"Cyclist",,,360,0,false,false
5,2025-05-11 04:30:00,"Cyclist",,,59,0,false,false
3,2025-05-11 04:30:00,"Cyclist",,,24,0,false,false
10,2025-05-11 04:30:00,"Cyclist",,,10,0,false,false
11,2025-05-11 04:30:00,"Cyclist",,,70,0,false,false
13,2025-05-11 04:30:00,"Cyclist",,,27,0,false,false
1,2025-05-11 04:30:00,"Cyclist",,,55,0,false,false
4,2025-05-11 04:30:00,"Cyclist",,,14,0,false,false
7,2025-05-11 04:30:00,"Cyclist",,,50,0,false,false
2,2025-05-11 04:30:00,"Cyclist",,,7,0,false,false
8,2025-05-11 04:30:00,"Cyclist",,,21,0,false,false
8,2025-05-11 04:00:00,"Cyclist",,,21,0,false,false
7,2025-05-11 04:00:00,"Cyclist",,,47,0,false,false
2,2025-05-11 04:00:00,"Cyclist",,,5,0,false,false
10,2025-05-11 04:00:00,"Cyclist",,,10,0,false,false
11,2025-05-11 04:00:00,"Cyclist",,,62,0,false,false
5,2025-05-11 04:00:00,"Cyclist",,,55,0,false,false
6,2025-05-11 04:00:00,"Cyclist",,,351,0,false,false
3,2025-05-11 04:00:00,"Cyclist",,,24,0,false,false
4,2025-05-11 04:00:00,"Cyclist",,,14,0,false,false
13,2025-05-11 04:00:00,"Cyclist",,,27,0,false,false
1,2025-05-11 04:00:00,"Cyclist",,,50,0,false,false
3,2025-05-11 03:58:09,"Pedestrian",,,1182,0,false,false
3,2025-05-11 03:58:09,"Vehicle",,,0,959,false,false
2,2025-05-11 03:54:57,"Vehicle",,,0,1773,false,false
2,2025-05-11 03:54:57,"Pedestrian",,,455,0,false,false
10,2025-05-11 03:53:07,"Vehicle",,,0,1395,false,false
11,2025-05-11 03:53:07,"Pedestrian",,,322,0,false,false
8,2025-05-11 03:49:57,"Pedestrian",,,84,0,false,false
6,2025-05-11 03:49:57,"Vehicle",,,0,747,false,false
1,2025-05-11 03:45:54,"Pedestrian",,,1091,0,false,false
1,2025-05-11 03:45:54,"Vehicle",,,0,2553,false,false
5,2025-05-11 03:42:12,"Vehicle",,,0,624,false,false
7,2025-05-11 03:42:12,"Pedestrian",,,1358,0,false,false
10,2025-05-11 03:39:00,"Pedestrian",,,838,0,false,false
9,2025-05-11 03:39:00,"Vehicle",,,0,1825,false,false
8,2025-05-11 03:35:25,"Vehicle",,,0,81,false,false
9,2025-05-11 03:35:25,"Pedestrian",,,109,0,false,false
5,2025-05-11 03:33:08,"Pedestrian",,,1118,0,false,false
6,2025-05-11 03:31:38,"Pedestrian",,,535,0,false,false
6,2025-05-11 03:30:00,"Cyclist",,,339,0,false,false
5,2025-05-11 03:30:00,"Cyclist",,,40,0,false,false
3,2025-05-11 03:30:00,"Cyclist",,,23,0,false,false
11,2025-05-11 03:30:00,"Cyclist",,,53,0,false,false
10,2025-05-11 03:30:00,"Cyclist",,,6,0,false,false
1,2025-05-11 03:30:00,"Cyclist",,,45,0,false,false
13,2025-05-11 03:30:00,"Cyclist",,,25,0,false,false
4,2025-05-11 03:30:00,"Cyclist",,,14,0,false,false
7,2025-05-11 03:30:00,"Cyclist",,,45,0,false,false
2,2025-05-11 03:30:00,"Cyclist",,,5,0,false,false
8,2025-05-11 03:30:00,"Cyclist",,,18,0,false,false
8,2025-05-11 03:00:00,"Cyclist",,,18,0,false,false
7,2025-05-11 03:00:00,"Cyclist",,,45,0,false,false
2,2025-05-11 03:00:00,"Cyclist",,,5,0,false,false
10,2025-05-11 03:00:00,"Cyclist",,,6,0,false,false
11,2025-05-11 03:00:00,"Cyclist",,,48,0,false,false
5,2025-05-11 03:00:00,"Cyclist",,,36,0,false,false
6,2025-05-11 03:00:00,"Cyclist",,,306,0,false,false
3,2025-05-11 03:00:00,"Cyclist",,,22,0,false,false
4,2025-05-11 03:00:00,"Cyclist",,,14,0,false,false
13,2025-05-11 03:00:00,"Cyclist",,,21,0,false,false
1,2025-05-11 03:00:00,"Cyclist",,,39,0,false,false
3,2025-05-11 02:58:18,"Pedestrian",,,923,0,false,false
3,2025-05-11 02:58:18,"Vehicle",,,0,920,false,false
2,2025-05-11 02:55:09,"Vehicle",,,0,1500,false,false
2,2025-05-11 02:55:09,"Pedestrian",,,344,0,false,false
10,2025-05-11 02:53:16,"Vehicle",,,0,1133,false,false
11,2025-05-11 02:53:16,"Pedestrian",,,285,0,false,false
8,2025-05-11 02:50:08,"Pedestrian",,,73,0,false,false
6,2025-05-11 02:50:08,"Vehicle",,,0,610,false,false
1,2025-05-11 02:46:01,"Pedestrian",,,786,0,false,false
1,2025-05-11 02:46:01,"Vehicle",,,0,2021,false,false
5,2025-05-11 02:42:19,"Vehicle",,,0,472,false,false
7,2025-05-11 02:42:19,"Pedestrian",,,936,0,false,false
10,2025-05-11 02:39:09,"Pedestrian",,,595,0,false,false
9,2025-05-11 02:39:09,"Vehicle",,,0,1585,false,false
8,2025-05-11 02:35:25,"Vehicle",,,0,63,false,false
9,2025-05-11 02:35:25,"Pedestrian",,,75,0,false,false
5,2025-05-11 02:33:03,"Pedestrian",,,933,0,false,false
6,2025-05-11 02:31:40,"Pedestrian",,,462,0,false,false
5,2025-05-11 02:30:00,"Cyclist",,,21,0,false,false
6,2025-05-11 02:30:00,"Cyclist",,,271,0,false,false
3,2025-05-11 02:30:00,"Cyclist",,,21,0,false,false
10,2025-05-11 02:30:00,"Cyclist",,,6,0,false,false
11,2025-05-11 02:30:00,"Cyclist",,,41,0,false,false
1,2025-05-11 02:30:00,"Cyclist",,,37,0,false,false
13,2025-05-11 02:30:00,"Cyclist",,,15,0,false,false
4,2025-05-11 02:30:00,"Cyclist",,,14,0,false,false
7,2025-05-11 02:30:00,"Cyclist",,,40,0,false,false
2,2025-05-11 02:30:00,"Cyclist",,,3,0,false,false
8,2025-05-11 02:30:00,"Cyclist",,,15,0,false,false
8,2025-05-11 02:00:00,"Cyclist",,,12,0,false,false
7,2025-05-11 02:00:00,"Cyclist",,,36,0,false,false
2,2025-05-11 02:00:00,"Cyclist",,,2,0,false,false
11,2025-05-11 02:00:00,"Cyclist",,,33,0,false,false
10,2025-05-11 02:00:00,"Cyclist",,,6,0,false,false
6,2025-05-11 02:00:00,"Cyclist",,,212,0,false,false
5,2025-05-11 02:00:00,"Cyclist",,,17,0,false,false
3,2025-05-11 02:00:00,"Cyclist",,,17,0,false,false
4,2025-05-11 02:00:00,"Cyclist",,,14,0,false,false
13,2025-05-11 02:00:00,"Cyclist",,,13,0,false,false
1,2025-05-11 02:00:00,"Cyclist",,,36,0,false,false
3,2025-05-11 01:57:53,"Pedestrian",,,672,0,false,false
3,2025-05-11 01:57:53,"Vehicle",,,0,839,false,false
2,2025-05-11 01:54:44,"Pedestrian",,,247,0,false,false
2,2025-05-11 01:54:44,"Vehicle",,,0,1251,false,false
10,2025-05-11 01:52:56,"Vehicle",,,0,837,false,false
11,2025-05-11 01:52:56,"Pedestrian",,,237,0,false,false
8,2025-05-11 01:49:45,"Pedestrian",,,60,0,false,false
6,2025-05-11 01:49:45,"Vehicle",,,0,425,false,false
1,2025-05-11 01:45:44,"Pedestrian",,,501,0,false,false
1,2025-05-11 01:45:44,"Vehicle",,,0,1464,false,false
5,2025-05-11 01:42:09,"Vehicle",,,0,320,false,false
7,2025-05-11 01:42:09,"Pedestrian",,,524,0,false,false
10,2025-05-11 01:38:59,"Pedestrian",,,412,0,false,false
9,2025-05-11 01:38:59,"Vehicle",,,0,1415,false,false
8,2025-05-11 01:35:25,"Vehicle",,,0,47,false,false
9,2025-05-11 01:35:25,"Pedestrian",,,57,0,false,false
5,2025-05-11 01:33:09,"Pedestrian",,,755,0,false,false
6,2025-05-11 01:31:45,"Pedestrian",,,393,0,false,false
5,2025-05-11 01:30:00,"Cyclist",,,14,0,false,false
6,2025-05-11 01:30:00,"Cyclist",,,178,0,false,false
3,2025-05-11 01:30:00,"Cyclist",,,13,0,false,false
10,2025-05-11 01:30:00,"Cyclist",,,1,0,false,false
11,2025-05-11 01:30:00,"Cyclist",,,27,0,false,false
13,2025-05-11 01:30:00,"Cyclist",,,13,0,false,false
1,2025-05-11 01:30:00,"Cyclist",,,29,0,false,false
4,2025-05-11 01:30:00,"Cyclist",,,13,0,false,false
7,2025-05-11 01:30:00,"Cyclist",,,31,0,false,false
2,2025-05-11 01:30:00,"Cyclist",,,2,0,false,false
8,2025-05-11 01:30:00,"Cyclist",,,11,0,false,false
8,2025-05-11 01:00:00,"Cyclist",,,8,0,false,false
7,2025-05-11 01:00:00,"Cyclist",,,24,0,false,false
2,2025-05-11 01:00:00,"Cyclist",,,2,0,false,false
10,2025-05-11 01:00:00,"Cyclist",,,1,0,false,false
11,2025-05-11 01:00:00,"Cyclist",,,18,0,false,false
5,2025-05-11 01:00:00,"Cyclist",,,12,0,false,false
